Employer_ID,City_ID,Contract_ID,StartDate,EndDate,Contract_Duration,Renewal_Flag,Job_Slots,Total_Contract_Value,Applications,Apply_Start_Clicks,Click_Market_Value,Job_Listings,Month,Year,CMV/TCV,Generated_Profit_Value
2265600,219,1310916,17-08-2016,16-09-2016,30,1,15,745,0,55,2294.4,5,8,2016,3.079731544,2.079731544
2939520,7811,1654992,16-01-2017,31-01-2017,15,0,15,1245,25,25,1324.8,0,1,2017,1.064096386,0.064096386
1491787,8535,1910964,28-04-2017,27-05-2017,29,1,15,1245,0,0,0,0,4,2017,0,-1
1791147,2024,1850652,02-04-2017,01-05-2017,29,1,15,1495,0,245,3199.9,0,4,2017,2.140401338,1.140401338
2287840,1247,1315968,19-08-2016,18-09-2016,30,0,15,495,40,50,3014.4,5,8,2016,6.08969697,5.08969697
2828587,10928,2770056,17-02-2018,16-03-2018,27,1,15,745,0,20,2659.8,20,2,2018,3.570201342,2.570201342
4209547,4689,2020884,11-06-2017,10-07-2017,29,1,15,745,115,165,4124.65,0,6,2017,5.536442953,4.536442953
1666667,6263,1117368,22-05-2016,21-06-2016,30,1,50,995,100,110,5790.9,30,5,2016,5.82,4.82
2019147,2253,1435980,09-10-2016,08-11-2016,30,1,15,1495,10,15,2577.3,0,10,2016,1.723946488,0.723946488
3414773,5936,2563104,15-12-2017,14-01-2018,30,1,15,745,55,80,557.9,0,12,2017,0.74885906,-0.25114094
4256853,2392,2207484,17-08-2017,16-09-2017,30,1,15,495,55,50,2751.2,0,8,2017,5.557979798,4.557979798
4879813,5873,2887284,23-03-2018,22-04-2018,30,0,15,1495,0,0,0,0,3,2018,0,-1
2234880,6147,2275656,12-09-2017,11-10-2017,29,1,15,745,145,140,3113.15,0,9,2017,4.178724832,3.178724832
2839733,6910,1898568,23-04-2017,22-05-2017,29,1,15,745,0,0,0,0,4,2017,0,-1
3263973,7682,1733088,18-02-2017,17-03-2017,27,1,15,1245,10,35,1323.25,0,2,2017,1.062851406,0.062851406
3430880,6088,2462592,11-11-2017,10-12-2017,29,1,15,1245,0,0,0,0,11,2017,0,-1
4704773,5668,2173236,04-08-2017,03-09-2017,30,1,15,495,15,15,1208.4,0,8,2017,2.441212121,1.441212121
4979040,5827,2423328,31-10-2017,30-11-2017,30,0,15,1495,95,105,3797.95,0,10,2017,2.540434783,1.540434783
5182533,5234,2488056,20-11-2017,19-12-2017,29,1,50,2995,890,1135,33338,0,11,2017,11.1312187,10.1312187
5348293,10459,2629284,05-01-2018,04-02-2018,30,1,15,995,35,120,2497.55,0,1,2018,2.510100503,1.510100503
6957707,9516,2745060,09-02-2018,08-03-2018,27,1,15,1995,125,190,4246.4,0,2,2018,2.128521303,1.128521303
1211627,3408,1249164,18-07-2016,17-08-2016,30,1,15,745,10,35,2031.25,10,7,2016,2.726510067,1.726510067
1473227,1136,1614132,28-12-2016,27-01-2017,30,1,15,495,0,0,0,0,12,2016,0,-1
1966373,2247,2328540,29-09-2017,28-10-2017,29,1,50,1745,0,0,0,0,9,2017,0,-1
2041227,4003,1242504,15-07-2016,04-08-2016,20,0,15,495,10,20,335.4,0,7,2016,0.677575758,-0.322424242
3480347,9937,2294916,18-09-2017,17-10-2017,29,1,15,745,30,105,1597.2,5,9,2017,2.143892617,1.143892617
4711547,1202,2444844,05-11-2017,04-12-2017,29,1,15,1745,50,125,1734.7,0,11,2017,0.994097421,-0.005902579
2723760,2566,2068848,29-06-2017,28-07-2017,29,1,15,495,45,55,844.85,0,6,2017,1.706767677,0.706767677
4740587,1111,2455176,09-11-2017,14-11-2017,5,0,15,995,0,0,0,0,11,2017,0,-1
6796747,1369,2900784,27-03-2018,30-03-2018,3,0,15,1745,30,35,58.85,0,3,2018,0.033724928,-0.966275072
1002933,410,1591320,18-12-2016,17-01-2017,30,1,50,2995,0,440,15299.5,0,12,2016,5.108347245,4.108347245
1046133,582,1853640,04-04-2017,03-05-2017,29,1,15,495,0,0,0,0,4,2017,0,-1
3759147,10081,2045208,21-06-2017,20-07-2017,29,1,15,745,0,0,0,0,6,2017,0,-1
3409760,4019,1866960,09-04-2017,11-04-2017,2,0,50,2245,0,0,0,0,4,2017,0,-1
3769067,4764,2219496,22-08-2017,21-09-2017,30,0,15,495,25,60,1641.6,0,8,2017,3.316363636,2.316363636
4222533,5660,2111004,14-07-2017,15-07-2017,1,0,15,495,0,0,91.2,0,7,2017,0.184242424,-0.815757576
4315440,562,2053320,23-06-2017,22-07-2017,29,0,15,745,95,110,571.8,0,6,2017,0.767516779,-0.232483221
4678587,2083,2166408,02-08-2017,01-09-2017,30,1,15,1245,150,255,2935.4,0,8,2017,2.357751004,1.357751004
2467680,7033,1377084,18-09-2016,19-09-2016,1,0,15,495,0,0,15,0,9,2016,0.03030303,-0.96969697
1822640,1047,1416168,01-10-2016,30-10-2016,29,1,15,1495,0,0,0,0,10,2016,0,-1
1758160,1859,1595688,21-12-2016,20-01-2017,30,1,15,495,0,0,0,0,12,2016,0,-1
1976293,3504,1347552,03-09-2016,02-10-2016,29,1,15,495,0,0,0,0,9,2016,0,-1
2194453,1964,1290888,06-08-2016,05-09-2016,30,1,15,745,0,30,1401.3,5,8,2016,1.880939597,0.880939597
2673040,5333,1531608,22-11-2016,21-12-2016,29,1,15,1245,0,0,0,0,11,2016,0,-1
2813973,4041,1524432,18-11-2016,17-12-2016,29,1,15,745,0,0,0,0,11,2016,0,-1
1758160,1043,1191468,21-06-2016,20-07-2016,29,1,15,495,0,0,11.7,0,6,2016,0.023636364,-0.976363636
2237947,4523,1302648,12-08-2016,11-09-2016,30,1,15,495,10,20,750.3,0,8,2016,1.515757576,0.515757576
1810640,6957,1551420,01-12-2016,07-12-2016,6,0,15,495,0,0,25.65,0,12,2016,0.051818182,-0.948181818
2452880,11186,2831688,07-03-2018,06-04-2018,30,0,15,1245,155,195,4877.15,15,3,2018,3.917389558,2.917389558
3204853,6938,1789236,11-03-2017,10-04-2017,30,1,15,995,20,25,793,0,3,2017,0.796984925,-0.203015075
3372187,4769,1772388,04-03-2017,03-04-2017,30,1,15,745,0,0,6.85,0,3,2017,0.009194631,-0.990805369
3299467,4527,2210448,18-08-2017,17-09-2017,30,1,15,745,30,85,2936.45,0,8,2017,3.941543624,2.941543624
4647387,4388,2156448,29-07-2017,28-08-2017,30,1,15,995,0,70,3766.25,15,7,2017,3.785175879,2.785175879
5133787,10794,2377224,15-10-2017,14-11-2017,30,1,15,1245,65,115,4248,5,10,2017,3.412048193,2.412048193
610053,3959,1677120,26-01-2017,25-02-2017,30,1,15,495,5,10,572.85,5,1,2017,1.157272727,0.157272727
2476107,8479,1810092,19-03-2017,18-04-2017,30,1,15,495,0,0,288.8,0,3,2017,0.583434343,-0.416565657
2661333,5307,2677500,20-01-2018,19-02-2018,30,1,15,495,0,40,1200.8,0,1,2018,2.425858586,1.425858586
2742507,9398,1493004,03-11-2016,02-12-2016,29,1,15,745,15,5,547.2,5,11,2016,0.734496644,-0.265503356
3119040,6590,1901352,25-04-2017,24-05-2017,29,1,15,1745,0,0,0,0,4,2017,0,-1
1047467,1257,2119980,18-07-2017,17-08-2017,30,1,15,495,0,0,0,0,7,2017,0,-1
2810587,10975,1655724,17-01-2017,16-02-2017,30,1,15,495,0,0,0,0,1,2017,0,-1
3469253,3612,2572104,17-12-2017,16-01-2018,30,1,15,495,0,30,755.25,0,12,2017,1.525757576,0.525757576
1914400,9000,2397324,22-10-2017,21-11-2017,30,0,15,495,0,0,0,0,10,2017,0,-1
3849440,9476,2138460,23-07-2017,26-07-2017,3,0,50,2995,5,75,1224.3,0,7,2017,0.408781302,-0.591218698
4994987,4455,2342484,03-10-2017,02-11-2017,30,1,15,995,0,290,3222.5,0,10,2017,3.238693467,2.238693467
5501493,2541,2573904,18-12-2017,17-01-2018,30,1,15,995,0,0,647.9,0,12,2017,0.651155779,-0.348844221
6847227,8018,2812176,01-03-2018,28-03-2018,27,1,15,1745,25,40,3653.65,20,3,2018,2.093782235,1.093782235
1245147,5251,2083824,03-07-2017,02-08-2017,30,1,15,1245,0,0,42.75,0,7,2017,0.034337349,-0.965662651
1889253,9914,1247340,17-07-2016,16-08-2016,30,1,15,495,140,150,6447.75,0,7,2016,13.02575758,12.02575758
2388000,11456,1697628,04-02-2017,03-03-2017,27,1,15,745,80,145,12458.5,0,2,2017,16.72281879,15.72281879
4090560,2097,2065524,28-06-2017,18-07-2017,20,0,15,995,0,0,648,5,6,2017,0.651256281,-0.348743719
4998640,9334,2510016,29-11-2017,28-12-2017,29,1,15,995,125,160,4740.5,0,11,2017,4.764321608,3.764321608
1005227,10908,1660500,19-01-2017,18-02-2017,30,0,15,495,0,5,1719.9,0,1,2017,3.474545455,2.474545455
2901200,5368,1638696,08-01-2017,07-02-2017,30,1,15,1495,0,0,11.7,0,1,2017,0.007826087,-0.992173913
4213680,9707,2104440,12-07-2017,02-08-2017,21,0,15,495,5,20,1463,0,7,2017,2.955555556,1.955555556
5069280,6543,2358276,08-10-2017,07-11-2017,30,1,15,1245,45,100,6435.1,0,10,2017,5.16875502,4.16875502
6826773,2865,2811204,01-03-2018,28-03-2018,27,1,15,995,100,170,4120.85,15,3,2018,4.141557789,3.141557789
7057680,4754,2867904,17-03-2018,19-03-2018,2,0,15,995,0,0,0,0,3,2018,0,-1
3077120,10652,1657788,18-01-2017,24-01-2017,6,0,15,745,0,0,149.1,0,1,2017,0.200134228,-0.799865772
3189547,3185,2245320,31-08-2017,30-09-2017,30,1,15,1495,20,40,2299,0,8,2017,1.537792642,0.537792642
3526027,3767,1827192,25-03-2017,30-03-2017,5,0,15,745,10,5,171.25,0,3,2017,0.229865772,-0.770134228
4506533,784,2117664,16-07-2017,15-08-2017,30,1,15,1495,85,215,3775.85,20,7,2017,2.525652174,1.525652174
2431227,9677,1711920,10-02-2017,09-03-2017,27,1,15,745,0,0,0,0,2,2017,0,-1
2823493,6710,1527540,19-11-2016,15-12-2016,26,0,15,1745,75,135,5181.8,10,11,2016,2.969512894,1.969512894
4169040,2032,2008368,07-06-2017,26-06-2017,19,0,15,745,5,0,223.5,0,6,2017,0.3,-0.7
5386933,10907,2355972,07-10-2017,06-11-2017,30,1,15,1745,195,325,7823.25,0,10,2017,4.483237822,3.483237822
6018293,5406,2681616,21-01-2018,23-01-2018,2,0,15,1245,55,70,1477.95,0,1,2018,1.187108434,0.187108434
7694667,9521,2925060,31-03-2018,30-04-2018,30,0,15,1495,0,0,0,0,3,2018,0,-1
2184480,4542,1700208,05-02-2017,23-02-2017,18,0,15,745,0,180,2437.75,0,2,2017,3.272147651,2.272147651
4220027,11102,2282064,14-09-2017,13-10-2017,29,1,15,495,5,20,857.6,0,9,2017,1.732525253,0.732525253
4322720,10830,2225916,24-08-2017,23-09-2017,30,1,15,495,0,55,2611.1,0,8,2017,5.274949495,4.274949495
5559147,8589,2398248,22-10-2017,21-11-2017,30,1,15,995,0,50,2275.55,0,10,2017,2.286984925,1.286984925
1334053,10757,1122144,24-05-2016,24-06-2016,31,1,50,1245,570,700,15357,30,5,2016,12.33493976,11.33493976
1822853,8136,1489056,02-11-2016,01-12-2016,29,1,15,495,20,50,1128.6,0,11,2016,2.28,1.28
402480,4908,1103628,15-05-2016,17-05-2016,2,0,15,495,0,0,10.8,0,5,2016,0.021818182,-0.978181818
2633627,11022,1515684,14-11-2016,13-12-2016,29,0,15,995,0,0,0,0,11,2016,0,-1
2733707,3738,1850856,02-04-2017,01-05-2017,29,1,15,495,0,0,0,0,4,2017,0,-1
4773893,9961,2191680,11-08-2017,10-09-2017,30,1,15,1745,185,185,11430.4,10,8,2017,6.550372493,5.550372493
1903147,1453,1455852,19-10-2016,18-11-2016,30,1,15,745,55,110,2976,0,10,2016,3.994630872,2.994630872
4335600,702,2059956,25-06-2017,24-07-2017,29,1,15,745,65,55,2284.8,5,6,2017,3.066845638,2.066845638
5583813,10515,2603460,26-12-2017,25-01-2018,30,1,15,995,605,1160,28339.5,10,12,2017,28.48190955,27.48190955
863307,4002,1573308,10-12-2016,09-01-2017,30,1,50,1495,155,315,6743.25,0,12,2016,4.510535117,3.510535117
2051920,6558,1450992,16-10-2016,15-11-2016,30,0,15,495,0,0,0,0,10,2016,0,-1
1706933,6655,1421100,02-10-2016,01-11-2016,30,0,15,495,75,170,5625.6,15,10,2016,11.36484848,10.36484848
1820027,11312,1283460,03-08-2016,02-09-2016,30,1,15,745,0,0,7,0,8,2016,0.009395973,-0.990604027
3309973,1212,1748292,24-02-2017,23-03-2017,27,1,15,1745,0,135,3365.85,0,2,2017,1.928853868,0.928853868
4024907,456,2045412,21-06-2017,20-07-2017,29,1,15,995,5,5,63.2,5,6,2017,0.063517588,-0.936482412
2816667,9809,1732368,18-02-2017,28-02-2017,10,0,15,745,0,180,1980,0,2,2017,2.657718121,1.657718121
3217120,910,1718196,12-02-2017,13-02-2017,1,0,15,745,0,5,45,0,2,2017,0.060402685,-0.939597315
3775093,348,1899300,23-04-2017,22-05-2017,29,1,50,2245,215,350,1874.35,0,4,2017,0.834899777,-0.165100223
4895147,9251,2437056,03-11-2017,02-12-2017,29,1,15,1495,85,135,4716.95,20,11,2017,3.155150502,2.155150502
1494747,9300,1095480,12-05-2016,11-06-2016,30,1,15,495,0,15,1470.6,5,5,2016,2.970909091,1.970909091
498267,4051,1223220,05-07-2016,04-08-2016,30,1,15,495,0,0,0,0,7,2016,0,-1
1880453,2341,1448400,15-10-2016,14-11-2016,30,1,15,1495,230,465,9527.7,0,10,2016,6.373043478,5.373043478
5093067,9805,2843736,10-03-2018,09-04-2018,30,0,15,995,5,40,2212.8,15,3,2018,2.223919598,1.223919598
2242853,29,1611900,26-12-2016,25-01-2017,30,1,15,1745,300,585,11349.95,15,12,2016,6.504269341,5.504269341
2535600,4641,1412700,30-09-2016,11-10-2016,11,0,15,1495,65,85,2924.9,0,9,2016,1.956454849,0.956454849
2571147,7659,2003796,05-06-2017,04-07-2017,29,1,15,745,15,25,929.7,0,6,2017,1.247919463,0.247919463
6214933,5910,2544168,09-12-2017,13-12-2017,4,0,15,1245,25,35,450.8,0,12,2017,0.362088353,-0.637911647
6937013,9370,2837328,08-03-2018,07-04-2018,30,0,15,995,40,60,2128.2,35,3,2018,2.138894472,1.138894472
2615120,4056,2021400,12-06-2017,11-07-2017,29,1,15,745,0,0,0,0,6,2017,0,-1
2632987,5169,1579716,14-12-2016,13-01-2017,30,1,15,1745,0,0,0,0,12,2016,0,-1
3931387,5989,2181756,08-08-2017,07-09-2017,30,1,15,1245,0,0,10.45,0,8,2017,0.008393574,-0.991606426
5148720,7037,2567868,16-12-2017,15-01-2018,30,1,15,995,20,30,1208.4,0,12,2017,1.214472362,0.214472362
2644133,9527,1518972,16-11-2016,15-12-2016,29,1,15,495,0,0,8.55,0,11,2016,0.017272727,-0.982727273
2929947,11106,1877064,14-04-2017,13-05-2017,29,1,15,495,0,0,217.1,0,4,2017,0.438585859,-0.561414141
4107040,10414,2076996,01-07-2017,30-07-2017,29,1,15,1245,0,10,789.4,0,7,2017,0.634056225,-0.365943775
4551333,7924,2487852,20-11-2017,19-12-2017,29,1,15,495,20,85,1269.2,0,11,2017,2.564040404,1.564040404
4992453,9838,2254128,02-09-2017,07-09-2017,5,0,15,995,0,0,407.55,0,9,2017,0.40959799,-0.59040201
6163947,882,2731608,05-02-2018,04-03-2018,27,1,15,1245,0,2350,33168.3,0,2,2018,26.64120482,25.64120482
1650347,2065,1796940,15-03-2017,14-04-2017,30,1,15,745,80,95,2315.25,0,3,2017,3.107718121,2.107718121
2469600,5041,1524204,18-11-2016,17-12-2016,29,1,15,745,90,190,3608.1,0,11,2016,4.843087248,3.843087248
2741813,5934,1627920,03-01-2017,02-02-2017,30,1,15,745,50,155,5705.4,15,1,2017,7.658255034,6.658255034
3020613,11155,1775508,05-03-2017,04-04-2017,30,1,50,2995,180,290,7586.2,15,3,2017,2.532954925,1.532954925
3746960,2949,2235048,27-08-2017,26-09-2017,30,1,15,745,0,55,2744.55,0,8,2017,3.683959732,2.683959732
4877653,7996,2684640,23-01-2018,22-02-2018,30,1,15,1495,15,30,4830.75,0,1,2018,3.231270903,2.231270903
1261547,8487,1202976,26-06-2016,25-07-2016,29,1,15,495,0,0,7.5,0,6,2016,0.015151515,-0.984848485
1606480,10351,2116740,16-07-2017,15-08-2017,30,1,15,745,0,185,600.15,0,7,2017,0.80557047,-0.19442953
1758160,8449,1461456,21-10-2016,20-11-2016,30,1,15,495,0,0,0,0,10,2016,0,-1
3487787,3926,2213904,19-08-2017,18-09-2017,30,1,15,1745,0,0,0,0,8,2017,0,-1
2644400,5760,1654788,16-01-2017,15-02-2017,30,1,15,995,125,180,9241.2,20,1,2017,9.287638191,8.287638191
2965547,915,1669764,22-01-2017,21-02-2017,30,1,15,1245,175,220,6315.45,0,1,2017,5.072650602,4.072650602
3613467,1503,2259924,06-09-2017,05-10-2017,29,1,15,1745,15,45,2128.95,0,9,2017,1.220028653,0.220028653
3843173,4610,2711832,31-01-2018,28-02-2018,28,1,15,495,0,0,15.2,0,1,2018,0.030707071,-0.969292929
4452800,2382,2095836,08-07-2017,26-07-2017,18,0,15,495,0,10,453.75,0,7,2017,0.916666667,-0.083333333
5531547,6289,2391492,20-10-2017,19-11-2017,30,1,15,995,0,0,608,10,10,2017,0.611055276,-0.388944724
6042827,9957,2497284,23-11-2017,22-12-2017,29,1,15,995,15,40,769.5,0,11,2017,0.773366834,-0.226633166
827813,6019,1820172,23-03-2017,22-04-2017,30,1,15,745,0,15,182.4,0,3,2017,0.244832215,-0.755167785
2234880,781,2366412,12-10-2017,11-11-2017,30,1,15,745,175,210,3546.8,0,10,2017,4.760805369,3.760805369
3881307,8828,2071236,28-06-2017,28-07-2017,30,1,15,1125,5,185,7268.5,40,6,2017,6.460888889,5.460888889
3879947,317,2258712,05-09-2017,19-09-2017,14,0,15,1245,0,35,1244.5,0,9,2017,0.999598394,-0.000401606
5600133,5425,2408676,26-10-2017,25-11-2017,30,1,15,995,20,45,872.1,0,10,2017,0.876482412,-0.123517588
4574933,9647,2134980,22-07-2017,26-07-2017,4,0,15,495,10,10,220.5,0,7,2017,0.445454545,-0.554545455
6511200,6210,2619852,31-12-2017,30-01-2018,30,1,15,995,0,130,4745.25,0,12,2017,4.769095477,3.769095477
1838080,10691,2625180,04-01-2018,03-02-2018,30,1,15,495,70,80,6988.2,0,1,2018,14.11757576,13.11757576
2451280,4765,2200092,15-08-2017,14-09-2017,30,1,15,745,0,0,9.6,0,8,2017,0.012885906,-0.987114094
3609227,4341,1923192,03-05-2017,06-05-2017,3,0,15,1745,0,0,54.8,5,5,2017,0.031404011,-0.968595989
4533173,5862,2124120,19-07-2017,18-08-2017,30,1,15,745,15,15,1285.35,0,7,2017,1.725302013,0.725302013
4998747,190,2256672,03-09-2017,08-09-2017,5,0,15,995,0,10,396,0,9,2017,0.39798995,-0.60201005
5871413,2176,2480280,17-11-2017,08-12-2017,21,0,15,1245,115,110,5085.9,0,11,2017,4.085060241,3.085060241
2402187,461,1639656,09-01-2017,14-01-2017,5,0,15,745,15,25,2093.55,25,1,2017,2.810134228,1.810134228
2697947,10767,1755636,27-02-2017,26-03-2017,27,1,15,495,0,0,0,0,2,2017,0,-1
6725867,6454,2780568,21-02-2018,20-03-2018,27,1,15,1745,185,280,7724.65,15,2,2018,4.426733524,3.426733524
7327173,4242,2840136,09-03-2018,08-04-2018,30,0,15,1245,15,25,1551.05,10,3,2018,1.245823293,0.245823293
1568827,2415,2775552,19-02-2018,18-03-2018,27,1,15,495,0,0,38,5,2,2018,0.076767677,-0.923232323
2228720,6321,1300104,11-08-2016,12-08-2016,1,0,15,1745,0,0,7.5,0,8,2016,0.004297994,-0.995702006
2232587,3224,2753424,12-02-2018,11-03-2018,27,0,15,495,0,15,836,0,2,2018,1.688888889,0.688888889
2510720,10789,1592400,19-12-2016,18-01-2017,30,1,15,1745,0,0,0,0,12,2016,0,-1
3654347,9155,2011272,08-06-2017,17-06-2017,9,0,15,495,0,0,0,0,6,2017,0,-1
1566453,3419,1577544,13-12-2016,12-01-2017,30,1,15,1745,0,0,0,0,12,2016,0,-1
1736587,10783,1107516,18-05-2016,17-06-2016,30,1,15,495,5,15,435.9,20,5,2016,0.880606061,-0.119393939
1778880,6919,1121220,25-05-2016,10-06-2016,16,0,50,2495,1270,1975,17452.5,0,5,2016,6.99498998,5.99498998
3423280,9592,2187852,10-08-2017,09-09-2017,30,1,15,495,10,20,866.4,0,8,2017,1.75030303,0.75030303
3767653,6749,1896552,22-04-2017,24-04-2017,2,0,15,995,0,0,7.1,0,4,2017,0.007135678,-0.992864322
5911707,7858,2486844,19-11-2017,18-12-2017,29,1,15,1495,0,55,3551.75,0,11,2017,2.375752508,1.375752508
1002933,2948,1884432,18-04-2017,17-05-2017,29,1,50,2995,0,305,3206.95,15,4,2017,1.070767947,0.070767947
1694320,351,1437948,11-10-2016,08-11-2016,28,0,50,995,0,0,0,0,10,2016,0,-1
3167093,1083,2175552,05-08-2017,07-08-2017,2,0,15,1495,5,5,144.4,0,8,2017,0.096588629,-0.903411371
2319413,14,1538940,25-11-2016,24-12-2016,29,1,15,495,30,85,1239.75,0,11,2016,2.504545455,1.504545455
3187520,139,1782864,09-03-2017,08-04-2017,30,1,15,745,10,25,642,0,3,2017,0.861744966,-0.138255034
972133,4439,1586856,16-12-2016,15-01-2017,30,1,15,495,10,35,990,0,12,2016,2,1
1707787,6109,1443372,13-10-2016,28-10-2016,15,0,15,745,0,0,0,0,10,2016,0,-1
2554160,8519,1485432,31-10-2016,30-11-2016,30,1,15,995,0,160,3720.6,0,10,2016,3.739296482,2.739296482
2635973,1666,1722396,15-02-2017,14-03-2017,27,1,15,495,0,0,0,0,2,2017,0,-1
3050907,9810,2022744,13-06-2017,11-07-2017,28,0,15,745,10,25,2587.35,15,6,2017,3.47295302,2.47295302
6813653,10817,2806008,28-02-2018,18-03-2018,18,0,15,995,10,20,1366.55,10,2,2018,1.373417085,0.373417085
1754800,841,1113840,21-05-2016,20-06-2016,30,1,15,495,5,5,502.5,5,5,2016,1.015151515,0.015151515
1911547,9052,1740444,22-02-2017,21-03-2017,27,1,15,1245,50,75,1845.3,0,2,2017,1.482168675,0.482168675
1938667,2819,1203180,26-06-2016,25-07-2016,29,1,15,995,15,15,547.5,5,6,2016,0.550251256,-0.449748744
2188933,9524,1425504,05-10-2016,04-11-2016,30,1,50,1745,0,0,0,0,10,2016,0,-1
2486107,7119,1815996,22-03-2017,21-04-2017,30,1,50,2995,130,210,4628.7,0,3,2017,1.545475793,0.545475793
2847173,8955,1609812,24-12-2016,23-01-2017,30,1,15,495,35,75,898.1,5,12,2016,1.814343434,0.814343434
2963200,6461,1669692,22-01-2017,21-02-2017,30,1,15,745,0,0,0,0,1,2017,0,-1
2762080,2484,1500420,06-11-2016,10-11-2016,4,0,15,1495,0,10,179.55,0,11,2016,0.120100334,-0.879899666
3982027,8207,2039244,18-06-2017,17-07-2017,29,1,15,495,0,5,359.1,0,6,2017,0.725454545,-0.274545455
4712773,114,2258916,05-09-2017,25-09-2017,20,0,15,745,10,35,912,0,9,2017,1.224161074,0.224161074
4245200,3515,2032824,16-06-2017,15-07-2017,29,1,15,995,200,200,4594.75,0,6,2017,4.617839196,3.617839196
5087253,942,2459028,10-11-2017,13-11-2017,3,0,15,995,0,0,190,0,11,2017,0.190954774,-0.809045226
2081360,614,2091864,07-07-2017,06-08-2017,30,1,15,745,0,0,0,0,7,2017,0,-1
3799733,9514,2020680,11-06-2017,12-06-2017,1,0,15,1495,0,0,1.6,0,6,2017,0.001070234,-0.998929766
4167867,2027,2180448,07-08-2017,17-08-2017,10,0,15,495,0,0,222.3,0,8,2017,0.449090909,-0.550909091
4576800,10244,2238900,29-08-2017,31-08-2017,2,0,15,1745,75,70,1394.25,0,8,2017,0.798997135,-0.201002865
5381920,8533,2447904,07-11-2017,06-12-2017,29,1,15,1495,130,170,4779.45,15,11,2017,3.196956522,2.196956522
1976053,6526,2522724,02-12-2017,01-01-2018,30,1,15,495,0,0,8.55,0,12,2017,0.017272727,-0.982727273
2538133,1719,1483680,30-10-2016,29-11-2016,30,1,15,495,5,20,1959.4,5,10,2016,3.958383838,2.958383838
3136987,10462,1832076,27-03-2017,26-04-2017,30,0,15,745,0,5,452.1,0,3,2017,0.606845638,-0.393154362
4117680,3409,2077212,01-07-2017,30-07-2017,29,1,15,1495,5,20,102.6,0,7,2017,0.068628763,-0.931371237
4948853,10699,2614944,30-12-2017,29-01-2018,30,1,15,995,10,65,1444,0,12,2017,1.451256281,0.451256281
3393227,9381,1780224,08-03-2017,07-04-2017,30,1,15,745,45,50,986.4,0,3,2017,1.324026846,0.324026846
3952240,8799,1949568,13-05-2017,16-05-2017,3,0,15,495,0,0,14.1,0,5,2017,0.028484848,-0.971515152
1095760,8107,1655520,17-01-2017,16-02-2017,30,1,15,995,0,0,0,0,1,2017,0,-1
1569867,1931,1223964,06-07-2016,05-08-2016,30,1,15,1495,0,0,0,0,7,2016,0,-1
1560933,5255,1237656,13-07-2016,12-08-2016,30,1,15,495,5,10,1355.9,0,7,2016,2.739191919,1.739191919
1984293,3861,1349688,04-09-2016,03-10-2016,29,1,15,745,0,10,1209.6,0,9,2016,1.623624161,0.623624161
2125733,5815,1334904,28-08-2016,31-08-2016,3,0,15,495,0,10,307.8,0,8,2016,0.621818182,-0.378181818
2491573,1763,1670496,23-01-2017,22-02-2017,30,0,50,1495,0,205,7194.8,65,1,2017,4.812575251,3.812575251
3460933,3676,1954368,16-05-2017,25-05-2017,9,1,15,495,0,5,109.65,10,5,2017,0.221515152,-0.778484848
4252293,3754,2378544,16-10-2017,30-10-2017,14,0,15,495,35,70,2736.25,10,10,2017,5.527777778,4.527777778
3078293,3626,1732572,18-02-2017,17-03-2017,27,1,15,745,0,65,3009.4,0,2,2017,4.039463087,3.039463087
3667120,2579,1937448,09-05-2017,08-06-2017,30,1,15,495,0,20,925.3,0,5,2017,1.869292929,0.869292929
4104320,2740,2422800,31-10-2017,30-11-2017,30,1,15,495,70,120,918.1,0,10,2017,1.854747475,0.854747475
4691040,783,2256468,03-09-2017,02-10-2017,29,1,15,995,0,40,1266.3,0,9,2017,1.272663317,0.272663317
2483840,1818,1384752,22-09-2016,11-10-2016,19,0,15,995,0,0,0,0,9,2016,0,-1
2572187,4621,1501140,07-11-2016,06-12-2016,29,1,15,745,140,240,10534.95,15,11,2016,14.14087248,13.14087248
2729813,8729,1552152,01-12-2016,30-12-2016,29,1,15,495,5,5,350.55,5,12,2016,0.708181818,-0.291818182
2042080,10700,2293164,17-09-2017,16-10-2017,29,1,15,1245,180,285,1963.7,10,9,2017,1.577269076,0.577269076
2596133,6676,1874544,13-04-2017,12-05-2017,29,1,15,495,0,0,0,0,4,2017,0,-1
3181653,10219,1705836,08-02-2017,07-03-2017,27,1,15,745,0,80,3498.85,0,2,2017,4.696442953,3.696442953
3230640,7610,1797456,15-03-2017,14-04-2017,30,1,15,495,0,0,0,0,3,2017,0,-1
4117680,5923,2811456,01-03-2018,28-03-2018,27,1,15,1495,0,0,0,0,3,2018,0,-1
4080347,4546,1984404,27-05-2017,26-06-2017,30,1,15,495,10,10,2458.4,0,5,2017,4.966464646,3.966464646
4146187,1709,2000556,03-06-2017,02-07-2017,29,1,15,1245,15,30,982.3,15,6,2017,0.788995984,-0.211004016
4442187,10086,2092584,07-07-2017,20-07-2017,13,0,15,495,20,50,971.85,5,7,2017,1.963333333,0.963333333
4801227,1433,2282268,14-09-2017,13-10-2017,29,1,15,995,0,0,410.4,0,9,2017,0.412462312,-0.587537688
2278907,7604,2482776,18-11-2017,17-12-2017,29,0,15,1745,50,130,4072.6,0,11,2017,2.333868195,1.333868195
